station,agency,station_type,vertical_datum,park,lat_nad83,long_nad83,ground_surface_elevation_ft,basin,NGVD29_NAVD88_conversion,comments
NE0,NPS_ENP,water_quality,,Everglades National,25.75477,-80.50858,,NE_Shark_Slough,,2L
NE1,USGS,,NGVD29,,25.69018,-80.63506,5.84,NE_Shark_Slough,-1.539,
NE2,USGS,,NGVD29,,25.71937,-80.55417,5.73,NE_Shark_Slough,-1.555,
NE3,SFWMD,,NGVD29,,25.74038,-80.504778,5.77,NE_Shark_Slough,-1.558,
NE4,USGS,,NGVD29,,25.63965,-80.65306,5.5,Shark_Slough,-1.539,
NE5,USGS,,NGVD29,,25.62993,-80.66,5.58,Shark_Slough,-1.539,
NESS20,NPS_ENP,marsh,NGVD29,Everglades National,25.73175,-80.49855,5.5,NE_Shark_Slough,-1.562,Lat/Long update Kahn GPS 2013-02-11
NESS20_nexrad,SFWMD_synthetic,Synthetic,,,25.72156,-80.50669,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10039284
NEW,USGS,marine,LOCAL,,25.7975,-81.25556,,Gulf_Coast,-1.394,
NFEED,USGS,discharge,NGVD29,,26.34375,-80.979333,,,,North Feeder Canal South of PC17A
NMP,NPS_ENP,marsh,NGVD29,Everglades National,25.25385,-80.79813,1.2,Road,-1.522,Lat/Long update Beth GPS 2010-04-28
NNRC1,NOAA,,,,26.56544,-80.74972,,,-1.44,
NNRC2,NOAA,,,,26.33407,-80.53667,,,-1.457,
NODADE,SFWMD,,,,25.79854,-80.24028,,,-1.542,
NOR,USGS,Marine,NAVD88,,25.33867,-80.91328,0,whitewater_bay,-1.499,data prior to 3/14/2001 not published in NWIS
NORTHWEST_FL_BAY,NDBC,weather,,Everglades National,25.084,-81.096,,,,Owned by COMPS (USF)
NORU,USGS,marine,NAVD88,,25.33861,-80.91333,,whitewater_bay,-1.499,
NP201,NPS_ENP,marsh,NGVD29,Everglades National,25.71798,-80.71967,6.74,Shark_Slough,-1.519,
NP201_nexrad,SFWMD_synthetic,Synthetic,,,25.72156,-80.71701,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10039273
NP202,NPS_ENP,marsh,NGVD29,Everglades National,25.66309,-80.70884,5.33,Shark_Slough,-1.522,Lat/Long update via Kahn GPS 2010-05-12.
NP202_nexrad,SFWMD_synthetic,Synthetic,,,25.66766,-80.71701,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10037851
NP203,NPS_ENP,marsh,NGVD29,Everglades National,25.62395,-80.73905,4.42,Shark_Slough,-1.516,Lat/Long update via Kahn GPS 2010-05-12.
NP203_nexrad,SFWMD_synthetic,Synthetic,,,25.61377,-80.73613,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10036428
NP205,NPS_ENP,marsh,NGVD29,Everglades National,25.689722,-80.848055,6.07,Shark_Slough,-1.489,Lat/Long update via Kahn GPS 2010-05-12.
NP205_nexrad,SFWMD_synthetic,Synthetic,,,25.68563,-80.85086,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10038318
NP206,NPS_ENP,marsh,NGVD29,Everglades National,25.545262,-80.672203,5.99,Shark_Slough,-1.549,Lat/Long update Kahn GPS 2013-02-11
NP206_nexrad,SFWMD_synthetic,Synthetic,,,25.54191,-80.67878,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10034535
NP44,NPS_ENP,marsh,NGVD29,Everglades National,25.43477,-80.72073,5.02,Long_Pine_Key,-1.549,Lat/Long update Beth GPS 2010-04-28
NP44_nexrad,SFWMD_synthetic,Synthetic,,,25.43413,-80.71701,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031689
NP46,NPS_ENP,marsh,NGVD29,Everglades National,25.31937,-80.79569,1.46,Road,-1.532,Lat/Long update Beth GPS 2010-04-28
NP62,NPS_ENP,marsh,NGVD29,Everglades National,25.44007,-80.78299,2.5,Rocky_Glades,-1.535,Lat/Long update Beth GPS 2010-04-28
NP67,NPS_ENP,marsh,NGVD29,Everglades National,25.33108,-80.65086,2.01,Taylor_Slough,-1.562,"GSE based on HAED, coords updated MW"
NP72,NPS_ENP,marsh,NGVD29,Everglades National,25.39571,-80.70286,4.4,Long_Pine_Key,-1.552,Lat/Long update Wollangk GPS 2013-02-12.
NR,NPS_ENP,marine,NGVD29,Everglades National,25.34023,-80.91113,2.39,Gulf_Coast,-1.499,
NROTEN,SFWMD,,,,26.44268,-80.86556,,,-1.421,
NR_nexrad,SFWMD_synthetic,synthetic,,,25.34431,-80.90822,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10029309
NTS1,NPS_ENP,marsh,NGVD29,Everglades National,25.438072,-80.59321,5.04,Taylor_Slough,-1.575,Lat/Long update Kahn GPS 20130211 rpe on pvc pipe
NTS10,NPS_ENP,marsh,NGVD29,Everglades National,25.46201,-80.60549,5.57,Taylor_Slough,-1.568,Lat/Long update Kahn GPS 2013-02-11
NTS10_nexrad,SFWMD_synthetic,synthetic,,,25.4521,-80.60229,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10032169
NTS14,NPS_ENP,marsh,NGVD29,Everglades National,25.41752,-80.63977,5.05,Taylor_Slough,-1.565,Lat/Long update Beth GPS 2010-04-28
NTS18,NPS_ENP,marsh,NGVD29,Everglades National,25.4871,-80.56946,5.17,Rocky_Glades,-1.555,Lat/Long update Kahn GPS 2013-02-15.
NWB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.13318,-80.75238,,NORTH WHIPRAY,,Florida Bay WQ station
NWWF2,USGS,,,,25.88965,-80.43694,,,-1.539,
OASIS,NOAA_NCDC,weather,LOCAL,Big Cypress,25.8603,-81.0331,,,-1.414,Station closed 8/21/2017
OCHOPEE,NOAA_NCDC,weather,,Big Cypress,25.8997,-81.3183,,,,BICY CRN station (Climate Reference Network)
OIH-1,NPS_ENP,discharge,LOCAL,Everglades National,25.33605,-80.64684,,Taylor_Slough,,Culvert under Old Ingraham Highway
OIH-2,NPS_ENP,discharge,LOCAL,Everglades National,25.33111,-80.66079,,Taylor_Slough,,Culvert under Old Ingraham Highway
OIH-3,NPS_ENP,discharge,LOCAL,Everglades National,25.32936,-80.67873,,Taylor_Slough,,Culvert under Old Ingraham Highway
OIH-4,NPS_ENP,discharge,LOCAL,Everglades National,25.32937,-80.70495,,Taylor_Slough,,Culvert under Old Ingraham Highway
OIH-5,NPS_ENP,discharge,LOCAL,Everglades National,25.32943,-80.7199,,Taylor_Slough,,Culvert under Old Ingraham Highway
OKALA,SFWMD,,NGVD29,,25.52677,-81.322251,,,-1.39,STAGEÃÂ ATÃÂ OKALOACOOCHEEÃÂ SLOUGHÃÂ SOUTH
OKALAN,SFWMD,,NGVD29,,26.63358056,-81.35678056,,,,STAGE SITE AT OKALOACOOCHEE SLOUGH NORTH OF KERI R
OKALAOAC,SFWMD,,NGVD29,,26.20175306,-81.33313167,,,,"OKALOACOOCHEE SLOUGH NR SUNNILAND,FL"
OKALA_SR858,SFWMD,,NGVD29,,26.30536,-81.292571,,,-1.35,OKALAOCOOCHEE SLOUGH AT SR 858
OL,NPS_ENP,marsh,NGVD29,Everglades National,25.26529,-80.61331,,Lower_C111,-1.558,"Park built bm 'ENP105 OL', GPSsurveyd Oct2009."
OPALOCKA,SFWMD,,,,25.9002,-80.24833,,,-1.549,
ORC,USGS,marine,NAVD88,,25.23944,-80.45528,,Eastern_Florida_Bay,-1.539,
ORTONA_LOCK2,NOAA,weather,,,26.7897,-81.3044,,,,USC00086657
OSCEOLA,SFWMD,,,,26.82489,-80.54778,,,-1.299,
OT,NPS_ENP,marsh,NGVD29,Everglades National,25.57943,-80.96471,1,Shark_Slough,-1.46,Lat/Long update via Kahn GPS 2010-05-12.
OT_nexrad,SFWMD_synthetic,synthetic,,,25.57784,-80.96558,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10035468
OYC,USGS,discharge,NAVD88,,25.17889,-80.735583,,,-1.496,USGS monitoring under Interagency Agreement
P103,SFWMD,,,,25.29328,-80.46861,,Lower_C111,-1.549,
P104,SFWMD,,,,25.30745,-80.50833,,Lower_C111,-1.555,
P33,NPS_ENP,marsh,NGVD29,Everglades National,25.61488,-80.70262,5.18,Shark_Slough,-1.529,Lat/Long update via Kahn GPS 2010-05-12.
P33_nexrad,SFWMD_synthetic,synthetic,,,25.61377,-80.6979,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10036430
P34,NPS_ENP,marsh,NGVD29,Everglades National,25.60867,-80.94101,1.86,Shark_Slough,-1.467,Lat/Long update Kahn GPS 2013-02-11
P34_nexrad,SFWMD_synthetic,Synthetic,,,25.61377,-80.94646,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10036417
P35,NPS_ENP,marsh,NGVD29,Everglades National,25.46094,-80.86485,0.83,Shark_Slough,-1.512,Lat/Long update Kahn GPS 2013-02-11
P35_nexrad,SFWMD_synthetic,synthetic,,,25.45209,-80.86998,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10032155
P36,NPS_ENP,marsh,NGVD29,Everglades National,25.52848,-80.79546,3.45,Shark_Slough,-1.519,Lat/Long update via Kahn GPS 2010-05-12.
P36_nexrad,SFWMD_synthetic,synthetic,,,25.52395,-80.7935,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10034055
P37,NPS_ENP,marsh,NGVD29,Everglades National,25.286,-80.68871,0.9,Taylor_Slough,-1.549,Lat/Long update via Kahn GPS 2010-05-12.
P37_nexrad,SFWMD_synthetic,synthetic,,,25.29042,-80.6979,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10027898
P38,NPS_ENP,marsh,NGVD29,Everglades National,25.370689,-80.833626,0.99,Shark_Slough,-1.532,Lat/Long updated via GoogleEarth 2013-02-11.
P38_nexrad,SFWMD_synthetic,synthetic,,,25.36228,-80.83174,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10029787
PAHOKEE1,SFWMD,,,,26.81155,-80.56362,,,-1.293,
PAHOKEE2,SFWMD,,,,26.78239,-80.52528,,,-1.352,
PAIGE,SFWMD,weather,,,26.605611,-80.9495,,,,SFWMD site PAIGE_R
PALMETTOBAY_THALATTA,weather_underground,weather,,,25.61,-80.31,,,,17301 Ingraham Hwy
Paurotis,NPS_ENP,study,LOCAL,Everglades National,25.699914,-81.186125,,Shark_Slough,-1.414,
PC17A,SFWMD,Discharge,NGVD29,,26.41203972,-80.97953722,,,,PC17A CULVERT INFLOW INTO NORTH FEEDER CANAL
PENNSUCCO_5WNW,NOAA,weather,,,25.93333,-80.45,,,,86988
PENNSUCO,NOAA,,,,25.92353,-80.45167,,,-1.526,
PENSUCCO_LI,NOAA,weather,,,25.93333,-80.43333,,,,87005
PERRINE,SFWMD,,,,25.59882,-80.34972,,,-1.532,
PERRINE4W,SFWMD,,,,25.58215,-80.43306,,,-1.535,
PETERS,SFWMD,,,,25.59882,-80.34972,,,-1.532,
PINECRESTVILLAGE,weather_underground,weather,,,25.66,-80.3,,,,6425 SW 120th St
PK,NPS_ENP,marine,NGVD29,Everglades National,24.91806,-80.7468,-3.72,Western_Florida_Bay,-1.499,"Coords updated 20120217 SPOT, DR"
PK_nexrad,SFWMD_synthetic,synthetic,,,24.91317,-80.75526,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10017941
PLB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.01003,-80.69005,,PORPOISE LAKE,,Florida Bay WQ station
PLK-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.06926,-80.82337,,PELICAN KEYS,,Florida Bay WQ station
PLK-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.09185,-80.822,,PELICAN KEYS,,Florida Bay WQ station
PMPK,USGS,marine,LOCAL,,25.926,-81.54430556,,ten_thousand_islands,-1.335,Ten Thousand Islands inflow
POMPBCH,SFWMD,,,,26.23213,-80.14972,,,-1.578,
POMPFARM,SFWMD,,,,26.23157,-80.14,,,-1.578,
PORTMAYACA_SL_CANAL,NOAA,weather,,,26.98333,-80.61667,,,,87293
PR01,DERM,marine,,,25.51959,-80.33194,,biscayne_bay,-1.529,
PULASKI_SHOALS_DRTO,NDBC,weather,,Dry Tortugas,24.693,82.773,,,,"Pulaski Shoals Light, FL"
PUNTAGORDA,NOAA,weather,,,26.93333,-82.05,,,,87395
PUNTAGORDA_4ESE,NOAA,weather,,,26.9164,-81.9983,,,,USC00087397
R127,NPS_ENP,marsh,NGVD29,Everglades National,25.35281,-80.60655,1.49,Taylor_Slough,-1.575,Lat/Long update via Kahn GPS 2010-05-12.
R127_nexrad,SFWMD_synthetic,synthetic,,,25.34431,-80.60229,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10029325
R158,NPS_ENP,marsh,NGVD29,Everglades National,25.3962,-80.57759,4.55,Taylor_Slough,-1.581,Lat/Long update Beth GPS 2010-04-28
R3110,NPS_ENP,marsh,NGVD29,Everglades National,25.44736,-80.62655,5.1,Rocky_Glades,-1.568,Lat/Long update Kahn GPS 2013-02-11
R3110_nexrad,SFWMD_synthetic,synthetic,,,25.45209,-80.62142,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10032168
RAILING,SFWMD,,,,25.68382,-80.37389,,,-1.552,
raws_cache,NPS_ENP_FIRE,,NAVD88,Everglades National,25.3903,-80.6803,,,,From RAWS database. POC on data Kevin Kotun
raws_chekika,NPS_ENP_FIRE,,NAVD88,Everglades National,25.625,-80.5797,,,,From RAWS database. POC on data Kevin Kotun
raws_raccoon_point,NPS_ENP_FIRE,,NAVD88,Everglades National,25.9781,-80.9041,,,,From RAWS database. POC on data Kevin Kotun
raws_ten_mile_corner,NPS_ENP_FIRE,,NAVD88,Everglades National,25.61605,-80.87255,,,,From RAWS database. POC on data Kevin Kotun
RB,NPS_ENP,marine,,Everglades National,24.98135,-80.83806,,,-1.489,
RBC,USGS,,NAVD88,,25.187653,-81.132778,,Gulf_Coast,-1.427,"Raulerson Brothers Canal, Cape Sable"
RCR,NPS_ENP,,,Everglades National,25.38845,-80.68088,,Long_Pine_Key,-1.555,
RCR_nexrad,SFWMD_synthetic,synthetic,,,25.38024,-80.67878,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10030269
RG1,NPS_ENP,marsh,NGVD29,Everglades National,25.58309,-80.6079,5,Rocky_Glades,-1.558,Lat/Long update Kahn GPS 2013-02-11
RG1_nexrad,SFWMD_synthetic,synthetic,,,25.57784,-80.60229,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10035487
RG2,NPS_ENP,marsh,NGVD29,Everglades National,25.54342,-80.60669,6.08,Rocky_Glades,-1.558,Lat/Long update Kahn GPS 2013-02-11
RG2_nexrad,SFWMD_synthetic,synthetic,,,25.54191,-80.60229,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10034539
RG3,NPS_ENP,marsh,NGVD29,Everglades National,25.54618,-80.575,6.66,Rocky_Glades,-1.565,Lat/Long updated DR-GPS 20110614
RG4,NPS_ENP,marsh,NGVD29,Everglades National,25.542602,-80.571027,6.2,Rocky_Glades,-1.565,Lat/Long updated DR-GPS 20110614
RG5,NPS_ENP,marsh,NGVD29,Everglades National,25.548332,-80.562222,6.15,Rocky_Glades,-1.568,GPS marked for geostatic survey on 2010-11-03 .
RG_B1,USGS,marsh,NGVD29,,25.5436944,-80.5836111,6.3,Rocky_Glades,-1.562,
RG_C1,USGS,marsh,NGVD29,,25.5145556,-80.5829722,6.2,Rocky_Glades,-1.558,
RG_C2,USGS,marsh,NGVD29,,25.5141944,-80.6090278,5.5,Rocky_Glades,-1.558,
RG_C3,USGS,marsh,NGVD29,,25.51525,-80.6290833,5.6,Rocky_Glades,-1.558,
RG_D1,USGS,marsh,NGVD29,,25.4693056,-80.6231111,4.9,Rocky_Glades,-1.565,
RICHARD,SFWMD,,,,25.68854,-80.24973,,,-1.545,
RKB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.04887,-80.66555,,RUSSEL KEY,,Florida Bay WQ station
RKB-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.0836,-80.68208,,RUSSEL KEY,,Florida Bay WQ station
RL,NPS_ENP,marine,,Everglades National,25.1119,-80.80667,,Western_Florida_Bay,-1.489,
RLB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.1155,-80.79732,,RANKIN LAKE,,Florida Bay WQ station
RLB-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.14232,-80.81821,,RANKIN LAKE,,Florida Bay WQ station
RM0.5Down,LBMC,Road,NGVD29,,25.7534972,-80.4979603,7.8,NE_Shark_Slough,-1.558,RM monitor mile 0.5 downgradient 11 feet deep
RM0.5Up,LBMC,Road,NGVD29,,25.7534886,-80.4981417,16.72,NE_Shark_Slough,-1.558,RM monitor mile 0.5 upgradient 19 feet deep
RM1.5Down,LBMC,Road,NGVD29,,25.7390317,-80.4974411,8.13,NE_Shark_Slough,-1.562,RM monitor mile 1.5 downgradient 11 feet deep
RM1.5Up,LBMC,Road,NGVD29,,25.7390086,-80.4975922,16.2,NE_Shark_Slough,-1.562,RM monitor mile 1.5 upgradient 19 feet deep
RM1Down11,LBMC,Road,NGVD29,,25.7463731,-80.4977181,7.67,NE_Shark_Slough,-1.562,RM monitor mile 1 downgradient 11 feet deep
RM1Down26,LBMC,Road,NGVD29,,25.7463894,-80.4977164,7.47,NE_Shark_Slough,-1.562,RM monitor mile 1 downgradient 26 feet deep
RM1Down46,LBMC,Road,NGVD29,,25.7464056,-80.4977139,7.57,NE_Shark_Slough,-1.562,RM monitor mile 1 downgradient 46 feet deep
RM2.5Down,LBMC,Road,NGVD29,,25.7244094,-80.4968853,7.76,NE_Shark_Slough,-1.562,RM monitor mile 2.5 downgradient 11 feet deep
RM2.5Up,LBMC,Road,NGVD29,,25.7244017,-80.4970381,15.67,NE_Shark_Slough,-1.562,RM monitor mile 2.5 upgradient 19 feet deep
RM2Down,LBMC,Road,NGVD29,,25.732025,-80.4971756,8.02,NE_Shark_Slough,-1.562,RM monitor mile 2 downgradient 11 feet deep
RM2Up,LBMC,Road,NGVD29,,25.7320161,-80.4973253,16.58,NE_Shark_Slough,-1.562,RM monitor mile 2 upgradient 19 feet deep
RM3.0Down,LBMC,Road,NGVD29,,25.7176756,-80.4966342,8.93,NE_Shark_Slough,-1.562,RM monitor mile 3 downgradient 11 feet deep
RM3.0Up,LBMC,Road,NGVD29,,25.7176672,-80.4967758,15.94,NE_Shark_Slough,-1.562,RM monitor mile 3 upgradient 19 feet deep
RM_425_MLS,LBMC,,NGVD29,,25.744995,-80.4978739,16.13,NE_Shark_Slough,-1.56,RM monitor 425 feet south of center of wall
RM_475_MLS,LBMC,,NGVD29,,25.7448594,-80.4978744,,NE_Shark_Slough,-1.56,RM monitor 475 feet south of center of wall
RM_C_FTT,LBMC,,NGVD29,,25.74624167,-80.4978694,16.39,NE_Shark_Slough,-1.56,"L31N mile 1 monitor, depth 34 feet"
RM_D_MLS,LBMC,,NGVD29,,25.74617778,-80.49786389,16.49,NE_Shark_Slough,-1.56,"L31N mile 1 monitor, depth 19 feet"
ROBBLEE,NPS_ENP,marsh,NGVD29,Everglades National,25.439111,-80.53661,6.32,C111,-1.555,Lat/Long updated via GoogleEarth 2013-02-11.
ROBBLEE_nexrad,SFWMD_synthetic,synthetic,,,25.43413,-80.54493,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031698
ROOK,SFWMD,weather,,,26.05025,-81.70044444,,,,
ROTENWX,SFWMD,,,,26.33045,-80.87972,,,-1.434,
ROTNWX,SFWMD,,,,26.33201,-80.87999,,STA5,,
RPL,NPS_ENP,marsh,,Everglades National,25.38673,-80.59355,,Taylor_Slough,,LatLong update Beth GPS 2010-04-28
RPL_nexrad,SFWMD_synthetic,synthetic,,,25.38024,-80.6023,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10030273
RUNYON,SFWMD,,,,26.73183,-80.67445,,,-1.322,
RUTZKE,SFWMD,,,,25.518,-80.575,5.14,,-1.558,
S10A,SFWMD,,,,26.35816,-80.31225,,WCA1,-1.509,
S10C,SFWMD,,,,26.37019,-80.35222,,WCA1,-1.486,
S10D,SFWMD,,,,26.387,-80.38187,,WCA1,-1.463,
S10E,SFWMD,,,,26.46435,-80.44111,,WCA1,-1.404,
S118,SFWMD,,,,25.62121,-80.34193,,,-1.535,
S119,SFWMD,,,,25.64105,-80.33833,,,-1.542,
S11A,SFWMD,,,,26.1770286,-80.4486628,,,,
S11B,SFWMD,,,,26.20105,-80.45405,,,-1.48,
S11C,SFWMD,,,,26.2295267,-80.4600517,,,,
S120,SFWMD,,,,25.67091379,-80.3215281,,,,
S121,SFWMD,,,,25.68711591,-80.36074089,,,,
S122,SFWMD,,,,25.59437742,-80.34809616,,,,
S123,SFWMD,,,,25.60882,-80.30778,,,-1.526,
S124,SFWMD,,,,26.12773,-80.36559,,,-1.549,
S125,SFWMD,,,,26.16269,-80.2975,,,-1.565,
S127Culverts,SFWMD,,,,27.12221,-80.895586,,,,Culvert Outlet From LakeO
S127P,SFWMD,,,,27.12221,-80.895586,,,,
S129Culverts,SFWMD,,,,27.029961,-81.00138,,,,Culvert Outlet From LakeO
S129PMPP,SFWMD,,,,27.029961,-81.00138,,,,
S12A,USGS,,,,25.76021,-80.82133,,WCA3A,-1.496,
S12B,USGS,,,,25.76021,-80.76958,,WCA3A,-1.506,
S12C,USGS,,,,25.76049,-80.72698,,WCA3A,-1.516,
S12D,USGS,,,,25.76076,-80.68139,,WCA3A,-1.529,
S12D05,NPS_ENP,water_quality,,Everglades National,25.75375,-80.68219,,Shark_Slough,-1.529,
S12D10,NPS_ENP,water_quality,,Everglades National,25.74715,-80.68405,,Shark_Slough,-1.529,
S12D30,NPS_ENP,water_quality,,Everglades National,25.71972,-80.68069,,Shark_Slough,-1.529,
S13,SFWMD,,,,26.06438,-80.20858,,,-1.601,
S131Culverts,SFWMD,,,,26.978698,-81.089874,,,,Culvert Outlet From LakeO
S131PMPP,SFWMD,,,,26.978698,-81.089874,,,,
S133P,SFWMD,,,,27.20615083,-80.80109027,,,,
S135,SFWMD,,,,27.08651875,-80.66117389,,,,
S135Culverts,SFWMD,,,,27.08651875,-80.66117389,,,,Culvert Outlet From LakeO
S13A,SFWMD,,,,26.06325,-80.28027,,,-1.608,
S13P,SFWMD,,,,26.06438,-80.20858,,,-1.601,
S13S,SFWMD,,,,26.06438,-80.20858,,,-1.601,
S13T,SFWMD,,,,26.06438,-80.20858,,,,
S14,SFWMD,discharge,,,25.76205,-80.82173,,WCA3A,-1.496,
S140,SFWMD,,,,26.17046,-80.82722,,,-1.45,
S140P,SFWMD,,,,26.17047,-80.82722,,,-1.45,
S140S,SFWMD,,,,26.17047,-80.82722,,,-1.45,
S140WX,SFWMD,,,,26.17046,-80.82722,,,-1.45,
S141,SFWMD,,,,26.150539,-80.442254,,,,
S142,SFWMD,,,,26.15853,-80.44611,,,-1.486,
S143,SFWMD,,,,26.1759044,-80.4479828,,,,
S144,SFWMD,,,,26.21678,-80.3978,,,-1.503,
S145,SFWMD,,,,26.22035,-80.36585,,,-1.516,
S146,SFWMD,,,,26.22405,-80.33337,,,-1.529,
S148,SFWMD,,,,25.56855,-80.38278,,,-1.529,
S149,SFWMD,,,,25.5922049,-80.361178,,,,
S150,SFWMD,,,,26.33253,-80.53947,,,-1.457,
S151,SFWMD,,,,26.01063,-80.50997,,,-1.503,
S153,SFWMD,,,,26.98738,-80.60444,,,-1.188,
S154,SFWMD,,NGVD29,,27.2106017,-80.9183928,,,,LakeO Inflow Structure
S155,SFWMD,,,,26.64323,-80.055,,,-1.529,
S155A,SFWMD,,,,26.67997439,-80.20437951,,,,
S155AP,SFWMD,,,,26.67974528,-80.20452055,,,,
S165,SFWMD,,,,25.54105,-80.40944,,,-1.526,
S166,SFWMD,,,,25.51689,-80.43222,,,-1.519,
S167,SFWMD,,,,25.50105,-80.46333,,,-1.516,
S169,SFWMD,,NGVD29,,26.762014,-80.922861,,,-1.36,
S173,SFWMD,,,,25.611472,-80.509694,,L31N,-1.562,
S173BRIDGE,NPS_ENP,discharge,,Everglades National,25.60866,-80.51207,,East_EVER_Canals,-1.562,
S173MILE1,NPS_ENP,discharge,,Everglades National,25.5998,-80.52241,,East_EVER_Canals,-1.562,
S173MILE3,NPS_ENP,discharge,,Everglades National,25.57505,-80.53252,,East_EVER_Canals,-1.565,
S173MILE5,NPS_ENP,discharge,,Everglades National,25.5549,-80.55561,,East_EVER_Canals,-1.572,
S174,SFWMD,,,,25.483056,-80.56402,,,-1.555,
S174WEST,NPS_ENP,discharge,,Everglades National,25.48351,-80.56402,,East_EVER_Canals,-1.552,
S175,SFWMD,,,,25.417778,-80.5741,,,-1.578,
S176,SFWMD,,,,25.482778,-80.56297,,,-1.552,
S176AVM,NPS_ENP,discharge,,Everglades National,25.31257,-80.52106,,Lower_C111,-1.562,
S176EAST,NPS_ENP,discharge,,Everglades National,25.48118,-80.54266,,East_EVER_Canals,-1.545,
S176MILE1,NPS_ENP,discharge,,Everglades National,25.46808,-80.56256,,East_EVER_Canals,-1.558,
S177,SFWMD,,,,25.40134,-80.55857,,C111,-1.581,
S177AVM,NPS_ENP,discharge,,Everglades National,25.31257,-80.52106,,Lower_C111,-1.562,
S178,SFWMD,,,,25.40661,-80.52388,,,-1.555,
S179,SFWMD,,,,25.47217,-80.41445,,,-1.526,
S18,USGS,,,,25.92243,-80.24166,,,-1.558,
S182A,USGS,,,,25.59548,-80.36139,11.14,,-1.532,
S18C,SFWMD,,,,25.32912,-80.52521,,C111,-1.562,
S18C_AVM,USGS,discharge,,,25.330278,-80.525278,,Lower_C111,-1.562,
S19,USGS,,,,25.80743,-80.29722,,,-1.555,
S190,SFWMD,,,,26.28241,-80.96778,,,-1.414,
S191,SFWMD,,NGVD29,,27.1919911,-80.7625558,,,,LakeO Inflow Structure
S194,SFWMD,,,,25.58116,-80.47834,,,-1.549,
S194BRIDGE,NPS_ENP,discharge,,Everglades National,25.587097,-80.510939,,East_EVER_Canals,-1.562,
S195,SFWMD,,,,25.54944,-80.39634,,,-1.526,
S196,SFWMD,,,,25.5155,-80.51138,,,-1.539,
S196A,USGS,,,,25.5066,-80.49889,10.33,,-1.532,
S196BRIDGE,NPS_ENP,discharge,,Everglades National,25.517033,-80.542819,,East_EVER_Canals,-1.549,
S197,SFWMD,,,,25.2855,-80.44139,,,-1.545,
S199,SFWMD,,NGVD29,,25.403203,-80.559029,,C111,,
S2,SFWMD,,NGVD29,,26.69875,-80.71614,,,-1.404,
S20,SFWMD,,,,25.3655,-80.37639,,biscayne_bay,-1.532,
S200,SFWMD,,NGVD29,,25.44414,-80.56028,,,,
S20F,SFWMD,,,,25.46133,-80.34717,,,-1.529,
S20G,SFWMD,,,,25.48771,-80.34722,,,-1.529,
S21,SFWMD,,,,25.54133,-80.33108,,,-1.526,
S21A,SFWMD,,,,25.51771,-80.34612,,,-1.526,
S22,SFWMD,,,,25.66853,-80.28415,,,-1.542,
S235,SFWMD,discharge,,,26.83813823,-81.08531702,,Caloosahatchee,,
S236,SFWMD,,,,26.72661,-80.85281,,,-1.375,
S25,SFWMD,,,,25.79631,-80.24556,,,-1.542,
S25A,SFWMD,,,,25.7809,-80.26967,,,-1.552,
S25B,SFWMD,,,,25.79243,-80.2625,,,-1.549,
S25BP,SFWMD,discharge,NGVD29,,25.79394,-80.262238,,,,Pump station at S25B
